date,key,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested
2020-09-25,ES_CN_35008,0,0,0,,17,0,3,
2020-09-25,ES_CN_35009,0,0,0,,58,0,18,
2020-09-25,ES_CN_35010,0,0,0,,3,1,2,
2020-09-25,ES_CN_35011,0,0,0,,100,0,33,
2020-09-25,ES_CN_35012,0,0,0,,41,1,13,
2020-09-25,ES_CN_35013,0,0,0,,6,0,0,
2020-09-25,ES_CN_35014,0,0,0,,18,0,9,
2020-09-25,ES_CN_35015,0,0,0,,40,0,31,
2020-09-25,ES_CN_35016,0,0,0,,6072,73,2104,
2020-09-25,ES_CN_35017,0,0,0,,459,1,370,
2020-09-25,ES_CN_35018,0,0,0,,14,0,13,
2020-09-25,ES_CN_35019,0,0,0,,129,0,34,
2020-09-25,ES_CN_35020,0,0,0,,2,0,1,
2020-09-25,ES_CN_35021,0,0,0,,56,0,14,
2020-09-25,ES_CN_35022,0,0,0,,234,1,52,
2020-09-25,ES_CN_35023,0,0,0,,28,0,14,
2020-09-25,ES_CN_35024,0,0,0,,17,0,15,
2020-09-25,ES_CN_35025,0,0,0,,10,0,0,
2020-09-25,ES_CN_35026,0,0,0,,234,3,96,
2020-09-25,ES_CN_35027,0,0,0,,30,0,16,
2020-09-25,ES_CN_35028,0,0,0,,33,0,28,
2020-09-25,ES_CN_35029,0,0,0,,5,0,5,
2020-09-25,ES_CN_35030,0,0,0,,48,1,32,
2020-09-25,ES_CN_35031,0,0,0,,38,0,18,
2020-09-25,ES_CN_35032,0,0,0,,0,0,0,
2020-09-25,ES_CN_35033,0,0,0,,15,1,3,
2020-09-25,ES_CN_35034,0,0,0,,19,0,11,
2020-09-25,ES_CN_38001,0,0,0,,71,0,20,
2020-09-25,ES_CN_38003,0,0,0,,4,0,1,
2020-09-25,ES_CN_38004,0,0,0,,2,0,1,
2020-09-25,ES_CN_38005,0,0,0,,11,0,3,
2020-09-25,ES_CN_38006,0,0,0,,85,0,27,
2020-09-25,ES_CN_38008,0,0,0,,133,6,126,
2020-09-25,ES_CN_38009,0,0,0,,4,0,4,
2020-09-25,ES_CN_38010,0,0,0,,0,0,0,
2020-09-25,ES_CN_38011,0,0,0,,27,0,9,
2020-09-25,ES_CN_38012,0,0,0,,10,0,10,
2020-09-25,ES_CN_38013,0,0,0,,3,0,3,
2020-09-25,ES_CN_38014,0,0,0,,0,0,0,
2020-09-25,ES_CN_38015,0,0,0,,2,0,2,
2020-09-25,ES_CN_38016,0,0,0,,0,0,0,
2020-09-25,ES_CN_38017,0,0,0,,76,2,19,
2020-09-25,ES_CN_38018,0,0,0,,3,0,0,
2020-09-25,ES_CN_38019,0,0,0,,26,0,2,
2020-09-25,ES_CN_38020,0,0,0,,21,2,7,
2020-09-25,ES_CN_38021,0,0,0,,0,0,0,
2020-09-25,ES_CN_38022,0,0,0,,27,0,14,
2020-09-25,ES_CN_38023,8,0,0,,1149,58,695,
2020-09-25,ES_CN_38024,0,0,0,,14,0,14,
2020-09-25,ES_CN_38025,0,0,0,,5,0,2,
2020-09-25,ES_CN_38026,0,0,0,,28,0,7,
2020-09-25,ES_CN_38027,0,0,0,,1,0,1,
2020-09-25,ES_CN_38028,0,0,0,,48,1,16,
2020-09-25,ES_CN_38029,0,0,0,,0,0,0,
2020-09-25,ES_CN_38030,0,0,0,,0,0,0,
2020-09-25,ES_CN_38031,0,0,0,,53,0,28,
2020-09-25,ES_CN_38032,0,0,0,,21,0,11,
2020-09-25,ES_CN_38033,0,0,0,,4,0,4,
2020-09-25,ES_CN_38034,0,0,0,,0,0,0,
2020-09-25,ES_CN_38035,0,0,0,,17,0,4,
2020-09-25,ES_CN_38036,0,0,0,,32,0,17,
2020-09-25,ES_CN_38037,0,0,0,,13,0,12,
2020-09-25,ES_CN_38038,0,0,0,,1886,60,877,
2020-09-25,ES_CN_38039,0,0,0,,12,0,6,
2020-09-25,ES_CN_38040,0,0,0,,12,0,4,
2020-09-25,ES_CN_38041,0,0,0,,9,0,3,
2020-09-25,ES_CN_38042,0,0,0,,3,0,2,
2020-09-25,ES_CN_38043,0,0,0,,60,2,14,
2020-09-25,ES_CN_38044,0,0,0,,2,0,1,
2020-09-25,ES_CN_38045,0,0,0,,0,0,0,
2020-09-25,ES_CN_38046,0,0,0,,9,0,6,
2020-09-25,ES_CN_38047,0,0,0,,0,0,0,
2020-09-25,ES_CN_38048,0,0,0,,42,0,42,
2020-09-25,ES_CN_38049,0,0,0,,3,0,0,
2020-09-25,ES_CN_38050,0,0,0,,0,0,0,
2020-09-25,ES_CN_38051,0,0,0,,18,0,6,
2020-09-25,ES_CN_38052,0,0,0,,0,0,0,
2020-09-25,ES_CN_38053,0,0,0,,8,0,6,
2020-09-25,ES_CN_38901,0,0,0,,1,0,1,
2020-09-25,ES_CN_ACE,0,0,7,,1063,9,862,
2020-09-25,ES_CN_FUE,0,0,0,,569,2,445,
2020-09-25,ES_CN_GMZ,0,0,0,,39,0,18,
2020-09-25,ES_CN_LPA,0,0,0,,7191,79,2460,
2020-09-25,ES_CN_SPC,0,0,0,,177,6,167,
2020-09-25,ES_CN_TFN,8,0,0,,3693,125,1796,
2020-09-25,ES_CN_VDE,0,0,0,,46,0,46,
2020-09-25,ES_CT,0,0,,,124899,5825,,
2020-09-25,ES_EX,1,2,,,9661,563,,
2020-09-25,ES_GA,0,2,,,19993,726,,
2020-09-25,ES_IB,0,1,,,13141,287,,
2020-09-25,ES_MC,0,0,,,16660,158,,
2020-09-25,ES_MD,14,2,,,210686,9154,,
2020-09-25,ES_ML,0,0,,,759,4,,
2020-09-25,ES_NC,0,1,,,16316,563,,
2020-09-25,ES_PV,0,0,,,41968,1836,,
2020-09-25,ES_RI,1,1,,,7772,409,,
2020-09-25,ES_VC,0,0,,,37336,1580,,
2020-09-09,KR_45,1,,,,96,,,
2020-09-25,RU_TYU,70,0,28,,9142,36,7520,
2020-09-25,RU_ZAB,75,1,48,,5874,67,4783,
2020-09-24,US_CA_06085,108,4,,,20756,305,,
2020-09-24,AR_B_658,44,0,,0,23571,669,,0
2020-08-21,PH_07_NER,2,0,0,,192,5,61,
2020-09-24,US_MA_25025,97,1,,,23988,1132,,
2020-09-24,US_CA_06075,45,0,,,10949,99,,
2020-09-24,GB_ENG_E10000002,0,,,,2215,,,
2020-09-24,GB_NIR_N09000006,14,,,,280,,,
2020-09-24,GB_WLS_W11000023,0,,,,5336,,,
2020-09-24,GB_WLS_W11000024,0,,,,472,,,
2020-09-24,GB_WLS_W11000025,0,,,,1464,,,
2020-09-24,GB_WLS_W11000028,2,,,,3933,,,
2020-09-24,GB_WLS_W11000029,0,,,,3766,,,
2020-09-24,GB_WLS_W11000030,0,,,,4461,,,
2020-09-24,GB_WLS_W11000031,0,,,,2423,,,
2020-06-18,MY_14,4,3,,,2422,4,,
2020-09-09,KR_29,5,0,,,465,2,,
2020-09-24,SE_110,140,0,,,24594,2403,,
2020-09-24,SE_121,17,0,,,4008,243,,
2020-09-24,SE_122,3,0,,,2501,254,,
2020-09-24,SE_123,12,0,,,4013,277,,
2020-09-24,SE_124,6,0,,,2936,172,,
2020-09-24,SE_125,9,0,,,2956,183,,
2020-09-24,SE_211,5,0,,,5324,182,,
2020-09-24,SE_212,0,1,,,1641,122,,
2020-09-24,SE_213,1,0,,,918,64,,
2020-09-24,SE_214,0,0,,,327,6,,
2020-09-24,SE_221,4,0,,,678,17,,
2020-09-24,SE_224,43,0,,,5640,276,,
2020-09-24,SE_231,31,0,,,2480,84,,
2020-09-24,SE_232,91,0,,,19972,861,,
2020-09-24,SE_311,2,0,,,1258,73,,
2020-09-24,SE_312,4,1,,,2492,177,,
2020-09-24,SE_313,12,0,,,3339,167,,
2020-09-24,SE_321,4,0,,,1904,136,,
2020-09-24,SE_322,12,0,,,1257,64,,
2020-09-24,SE_331,14,0,,,977,31,,
2020-09-24,SE_332,7,0,,,1708,88,,
2020-09-24,GB_ENG_E06000043,0,,,,1040,,,
2020-09-24,GB_UKJ,8,0,,,42146,5004,,
2020-06-18,MY_05,0,0,,,994,1,,
2020-09-24,US_WI,2467,6,1333,13375,114743,1275,90726,1485978
2020-09-24,US_WI_55025,166,0,,,9674,41,,
2020-09-09,KR_46,2,,,,166,,,
2020-09-24,GB_NIR_N09000002,21,,,,1251,,,
2020-09-24,GB_NIR_N09000004,3,,,,477,,,
2020-09-24,GB_NIR_N09000007,7,,,,860,,,
2020-09-24,GB_NIR_N09000008,3,,,,832,,,
2020-09-24,GB_NIR_N09000011,4,,,,651,,,
2020-09-24,GB_ENG_E10000025,0,,,,3882,,,
2020-09-24,GB_NIR_N09000003,45,,,,2603,,,
2020-09-24,US_CA_06073,171,6,,,45659,773,,
2020-09-24,US_NJ,564,9,-79,29057,203343,16091,34650,3451804
2020-09-24,GB_ENG_E09000023,0,,,,1545,,,
2020-09-24,GB_UKI,4,0,,,47484,6205,,
2020-09-24,US_TX,4828,132,24115,120159,758379,15587,642169,5860833
2020-09-24,US_TX_48029,177,7,,,53983,1271,,
2020-09-24,AR_B_441,43,0,,0,13545,489,,0
2020-09-24,GB_NIR_N09000001,6,,,,826,,,
2020-09-24,AR_B_648,10,0,,0,2063,41,,0
2020-07-17,CN_HK,0,0,13,,1655,10,1254,
2020-09-24,AR_M_021,31,0,,0,2870,52,,0
2020-06-26,CN_MO,1,0,0,,46,0,45,
2020-09-24,US_NE,453,1,171,3267,42731,478,31383,434369
2020-09-24,US_NE_31055,120,0,,,15629,191,,
2020-09-24,GB_NIR_N09000009,27,,,,567,,,
2020-09-09,KR_27,1,0,,,7104,162,,
2020-09-09,KR_47,3,0,,,1478,50,,
2020-09-24,US_CA_06023,6,1,,,496,7,,
2020-09-24,GB_ENG_E10000024,0,,,,4146,,,
2020-09-24,GB_UKF,2,0,,,31557,2966,,
2020-09-09,KR_43,3,,,,149,,,
2020-09-09,KR_44,12,,,,390,,,
2020-09-09,KR_48,1,,,,259,,,
2020-09-09,KR_49,2,,,,51,,,
2020-09-24,US_CA_06067,154,3,,,22025,402,,
2020-09-09,KR_26,1,0,,,336,3,,
2020-09-09,KR_30,11,0,,,329,2,,
2020-09-09,KR_31,4,0,,,125,1,,
2020-09-09,KR_42,2,0,,,211,3,,
2020-09-08,KR_50,2,,,,76,,,
2020-09-24,GB_NIR_N09000005,29,,,,636,,,
2020-09-24,AR_M_028,34,0,,0,4340,78,,0
2020-09-24,GB_ENG_E09000022,0,,,,1862,,,
2020-09-24,GB_ENG_E10000032,0,,,,3391,,,
2020-09-25,IT_21,120,1,79,6284,34799,4159,28138,694932
2020-09-25,IT_21_AL,14,,,,4324,,,
2020-09-25,IT_21_AT,5,,,,1955,,,
2020-09-25,IT_21_BI,0,,,,1124,,,
2020-09-25,IT_21_CN,11,,,,3367,,,
2020-09-25,IT_21_NO,12,,,,3247,,,
2020-09-25,IT_21_TO,76,,,,17415,,,
2020-09-25,IT_21_VB,0,,,,1210,,,
2020-09-25,IT_21_VC,4,,,,1654,,,
2020-09-25,IT_23,1,0,2,100,1288,146,1087,28332
2020-09-25,IT_25,277,2,152,20431,105732,16937,79624,2032712
2020-09-25,IT_25_BG,14,,,,15746,,,
2020-09-25,IT_25_BS,34,,,,17133,,,
2020-09-25,IT_25_CO,10,,,,4568,,,
2020-09-25,IT_25_CR,7,,,,6915,,,
2020-09-25,IT_25_LC,1,,,,3099,,,
2020-09-25,IT_25_LO,2,,,,3781,,,
2020-09-25,IT_25_MB,28,,,,6718,,,
2020-09-25,IT_25_MI,192,,,,28560,,,
2020-09-25,IT_25_MN,8,,,,4194,,,
2020-09-25,IT_25_PV,23,,,,6120,,,
2020-09-25,IT_25_SO,2,,,,1671,,,
2020-09-25,IT_25_VA,31,,,,4566,,,
2020-09-25,IT_34,196,4,128,14188,26598,2173,21089,1849748
2020-09-25,IT_34_BL,11,,,,1371,,,
2020-09-25,IT_34_PD,35,,,,5208,,,
2020-09-25,IT_34_RO,3,,,,652,,,
2020-09-25,IT_34_TV,48,,,,4929,,,
2020-09-25,IT_34_VE,34,,,,3832,,,
2020-09-25,IT_34_VI,18,,,,3708,,,
2020-09-25,IT_34_VR,43,,,,6374,,,
2020-09-25,IT_36,37,0,31,3899,4526,350,3463,395743
2020-09-25,IT_36_GO,10,,,,413,,,
2020-09-25,IT_36_PN,13,,,,1010,,,
2020-09-25,IT_36_TS,4,,,,1592,,,
2020-09-25,IT_36_UD,10,,,,1494,,,
2020-09-25,IT_42,73,1,0,2753,12944,1597,9621,297680
2020-09-25,IT_42_GE,34,,,,6543,,,
2020-09-25,IT_42_IM,12,,,,1697,,,
2020-09-25,IT_42_SP,21,,,,2114,,,
2020-09-25,IT_42_SV,2,,,,1880,,,
2020-09-25,IT_45,122,1,97,10040,34833,4481,25701,1131423
2020-09-25,IT_45_BO,39,,,,6657,,,
2020-09-25,IT_45_FC,1,,,,2390,,,
2020-09-25,IT_45_FE,5,,,,1443,,,
2020-09-25,IT_45_MO,11,,,,4764,,,
2020-09-25,IT_45_PC,15,,,,4862,,,
2020-09-25,IT_45_PR,28,,,,4226,,,
2020-09-25,IT_45_RA,9,,,,1745,,,
2020-09-25,IT_45_RE,13,,,,5695,,,
2020-09-25,IT_45_RN,1,,,,2493,,,
2020-09-25,IT_52,139,3,31,7245,14355,1156,9938,709159
2020-09-25,IT_52_AR,20,,,,1126,,,
2020-09-25,IT_52_FI,30,,,,4168,,,
2020-09-25,IT_52_GR,3,,,,590,,,
2020-09-25,IT_52_LI,12,,,,704,,,
2020-09-25,IT_52_LU,11,,,,1784,,,
2020-09-25,IT_52_MS,7,,,,1507,,,
2020-09-25,IT_52_PI,28,,,,1478,,,
2020-09-25,IT_52_PO,13,,,,846,,,
2020-09-25,IT_52_PT,8,,,,1004,,,
2020-09-25,IT_52_SI,7,,,,602,,,
2020-09-25,IT_55,23,0,13,1861,2318,85,1748,196077
2020-09-25,IT_55_PG,15,,,,1574,,,
2020-09-25,IT_55_TR,6,,,,601,,,
2020-09-25,IT_57,33,1,11,1547,7851,990,6140,239573
2020-09-25,IT_57_AN,7,,,,2060,,,
2020-09-25,IT_57_AP,8,,,,522,,,
2020-09-25,IT_57_FM,1,,,,565,,,
2020-09-25,IT_57_MC,9,,,,1289,,,
2020-09-25,IT_57_PU,7,,,,3115,,,
2020-09-25,IT_62,230,2,84,11026,15435,904,8040,831786
2020-09-25,IT_62_FR,23,,,,941,,,
2020-09-25,IT_62_LT,8,,,,1179,,,
2020-09-25,IT_62_RI,17,,,,596,,,
2020-09-25,IT_62_RM,173,,,,11828,,,
2020-09-25,IT_62_VT,4,,,,612,,,
2020-09-25,IT_65,51,0,4,1626,4317,477,3023,192553
2020-09-25,IT_65_AQ,10,,,,616,,,
2020-09-25,IT_65_CH,8,,,,1019,,,
2020-09-25,IT_65_PE,11,,,,1838,,,
2020-09-25,IT_65_TE,20,,,,808,,,
2020-09-25,IT_67,5,0,5,494,632,23,476,41333
2020-09-25,IT_67_CB,4,,,,519,,,
2020-09-25,IT_67_IS,-1,,,,91,,,
2020-09-25,IT_72,253,2,150,7579,11355,459,5638,566837
2020-09-25,IT_72_AV,0,,,,759,,,
2020-09-25,IT_72_BN,14,,,,359,,,
2020-09-25,IT_72_CE,34,,,,1674,,,
2020-09-25,IT_72_SA,21,,,,1389,,,
2020-09-25,IT_75,90,1,43,3299,7394,587,4498,392912
2020-09-25,IT_75_BA,23,,,,2869,,,
2020-09-25,IT_75_BR,2,,,,766,,,
2020-09-25,IT_75_BT,17,,,,619,,,
2020-09-25,IT_75_FG,36,,,,1782,,,
2020-09-25,IT_75_LE,9,,,,781,,,
2020-09-25,IT_75_TA,3,,,,518,,,
2020-09-25,IT_77,13,0,4,850,691,28,458,69677
2020-09-25,IT_77_MT,0,,,,280,,,
2020-09-25,IT_77_PZ,13,,,,281,,,
2020-09-25,IT_78,10,0,2,1908,1906,98,1300,193781
2020-09-25,IT_78_CS,0,,,,638,,,
2020-09-25,IT_78_CZ,3,,,,297,,,
2020-09-25,IT_78_KR,0,,,,147,,,
2020-09-25,IT_78_RC,3,,,,455,,,
2020-09-25,IT_78_VV,4,,,,115,,,
2020-09-25,IT_82,107,2,36,5330,6466,306,3630,458911
2020-09-25,IT_82_AG,9,,,,341,,,
2020-09-25,IT_82_CL,2,,,,269,,,
2020-09-25,IT_82_CT,24,,,,1485,,,
2020-09-25,IT_82_EN,3,,,,522,,,
2020-09-25,IT_82_ME,2,,,,727,,,
2020-09-25,IT_82_PA,60,,,,1606,,,
2020-09-25,IT_82_RG,4,,,,486,,,
2020-09-25,IT_82_SR,1,,,,525,,,
2020-09-25,IT_82_TP,2,,,,480,,,
2020-09-25,IT_88,57,0,35,1956,3528,148,1596,180110
2020-09-25,IT_88_CA,8,,,,565,,,
2020-09-25,IT_88_NU,11,,,,402,,,
2020-09-25,IT_88_OR,3,,,,267,,,
2020-09-25,IT_88_SS,33,,,,1947,,,
2020-09-25,IT_88_SU,2,,,,347,,,
2020-09-25,IT_BZ,52,0,23,2698,3438,292,2632,169006
2020-09-25,IT_TN,23,0,24,2155,5829,405,4876,222678
2020-09-24,MX_CMX,1,0,,,121087,9421,,
2020-09-23,MX_CMX_09012,2,0,,,10611,477,,
2020-09-24,US_CA_06095,46,3,,,6283,63,,
2020-09-24,US_WA_53063,111,1,,,6700,166,,
2020-09-24,BR_AC,159,1,,,27556,653,,
2020-09-24,BR_AL,194,6,,,85753,2040,,
2020-09-24,BR_AM,876,8,,,134289,3992,,
2020-09-24,BR_AP,152,1,,,47516,698,,
2020-09-24,BR_BA,1833,47,,,301248,6455,,
2020-09-24,BR_CE,1008,21,,,237108,8882,,
2020-09-24,BR_DF,893,16,,,186945,3164,,
2020-09-24,BR_ES,722,6,,,127328,3458,,
2020-09-24,BR_GO,3261,91,,,195418,4356,,
2020-09-24,BR_MA,496,10,,,170186,3693,,
2020-09-24,BR_MG,2587,86,,,278901,6983,,
2020-09-24,BR_MS,815,13,,,66426,1217,,
2020-09-24,BR_MT,1244,12,,,117944,3299,,
2020-09-24,BR_PA,1281,13,,,224302,6502,,
2020-09-24,BR_PB,519,21,,,118567,2762,,
2020-09-24,BR_PE,538,25,,,143703,8110,,
2020-09-24,BR_PI,771,12,,,92801,2073,,
2020-09-24,BR_PR,1585,36,,,170508,4280,,
2020-09-24,BR_RJ,3100,126,,,257985,18037,,
2020-09-24,BR_RN,298,10,,,68059,2366,,
2020-09-24,BR_RO,175,3,,,64481,1323,,
2020-09-24,BR_RR,297,19,,,49216,635,,
2020-09-24,BR_RS,1781,29,,,181217,4544,,
2020-09-24,BR_SC,1148,18,,,210048,2704,,
2020-09-24,BR_SE,250,5,,,76603,2004,,
2020-09-24,BR_SP,6267,185,,,958240,34677,,
2020-09-24,BR_TO,567,11,,,65354,901,,
2020-09-25,CH_TI,5,0,0,,3634,350,929,
2020-09-24,GB_ENG_E09000009,0,,,,2147,,,
2020-09-24,GB_ENG_E09000028,0,,,,1913,,,
2020-09-24,GB_ENG_E10000007,0,,,,4347,,,
2020-09-24,GB_ENG_E10000030,1,,,,5864,,,
2020-09-24,US_UT,1219,0,503,9117,67167,444,52860,784975
2020-09-24,US_UT_49035,396,0,,,29392,249,,
2020-09-24,AR_B_252,23,0,,0,5626,201,,0
2020-09-24,AR_C_003,1,0,,0,4102,100,,0
2020-09-24,AR_H,5,1,,0,7787,455,,0
2020-09-24,AR_H_140,4,1,,0,5365,329,,0
2020-09-25,CH_GR,1,0,,,1073,50,,
2020-09-22,ES_MD_MAD,15751,,,,111283,,,
2020-09-24,GB_ENG_E09000024,0,,,,1144,,,
2020-09-24,GB_ENG_E09000033,1,,,,1149,,,
2020-09-24,GB_ENG_E10000013,0,,,,2262,,,
2020-09-24,GB_ENG_E10000015,0,,,,5719,,,
2020-09-24,GB_UKH,2,0,,,30132,4146,,
2020-09-24,GB_UKK,2,0,,,17173,1895,,
2020-07-09,PT_11,57,0,0,,17957,821,16,
2020-07-09,PT_15,7,0,0,,683,15,0,
2020-07-09,PT_16,13,0,0,,4245,248,10,
2020-07-09,PT_17,328,13,0,,21584,527,17,
2020-07-09,PT_18,11,0,0,,562,18,0,
2020-07-09,PT_20,2,0,0,,151,15,0,
2020-07-09,PT_30,0,0,0,,95,0,0,
2020-09-24,US_CA_06041,30,0,,,6672,114,,
2020-09-24,US_CA_06055,1,0,,,1654,13,,
2020-09-24,US_CA_06097,37,0,,,7262,120,,
2020-09-24,AR_B_035,51,0,,0,13783,442,,0
2020-09-24,AR_B_091,33,0,,0,9104,367,,0
2020-09-24,AR_W,3,0,,0,1008,14,,0
2020-09-24,AR_W_021,1,0,,0,607,11,,0
2020-09-24,AR_X,188,0,,0,24178,326,,0
2020-09-24,AR_X_014,68,0,,0,10299,134,,0
2020-09-25,CH_BS,3,0,0,0,1302,54,1215,235
2020-09-25,CH_JU,0,0,,,308,7,,
2020-09-25,CH_ZH,66,0,,,7675,146,,
2020-09-24,GB_ENG_E06000041,0,,,,714,,,
2020-09-24,GB_ENG_E08000032,5,,,,8379,,,
2020-09-24,GB_ENG_E09000003,1,,,,2227,,,
2020-09-24,GB_ENG_E09000020,0,,,,831,,,
2020-09-24,GB_ENG_E10000014,1,,,,5862,,,
2020-09-23,MX_CMX_09005,5,2,,,14861,1658,,
2020-09-23,MX_CMX_09007,5,1,,,17457,1858,,
2020-09-23,MX_CMX_09016,3,0,,,5073,344,,
2020-09-23,MX_HID,27,3,,,12329,1871,,
2020-09-23,MX_HID_13048,10,0,,,2682,281,,
2020-09-24,US_VA,902,24,61,30499,143492,3113,17099,1960367
2020-09-24,AR_B_490,30,0,,0,17067,468,,0
2020-09-24,AR_B_861,25,0,,0,5846,260,,0
2020-09-24,AR_C_001,2,1,,0,5726,123,,0
2020-09-24,AR_S,294,1,,0,31532,401,,0
2020-09-24,AR_S_063,25,0,,0,3065,38,,0
2020-09-24,CH_AG,10,0,0,,2567,54,1170,
2020-09-25,CH_BE,36,0,,,3332,101,,
2020-09-25,CH_BL,6,0,7,,1170,37,1100,
2020-09-25,CH_VS,0,0,0,,2660,156,325,
2020-09-24,GB_ENG_E06000018,1,,,,1752,,,
2020-09-24,GB_ENG_E08000002,0,,,,2413,,,
2020-09-24,GB_ENG_E08000035,1,,,,6882,,,
2020-09-24,GB_ENG_E09000018,0,,,,1611,,,
2020-09-24,GB_ENG_E10000012,0,,,,6747,,,
2020-09-24,GB_ENG_E10000016,0,,,,9087,,,
2020-09-24,GB_UKD,6,4,,,76203,6284,,
2020-09-23,MX_COA,21,1,,,25408,1799,,
2020-09-23,MX_COA_05035,10,0,,,5612,379,,
2020-09-24,MX_MEX,1,0,,,78909,11514,,
2020-09-22,MX_MEX_15104,5,1,,,4275,588,,
2020-09-22,US_CA_SFO,19,,,4131,11137,,,1461213
2020-09-24,US_OR,356,2,9,4373,31869,540,5484,650498
2020-09-24,US_OR_41067,48,0,,,4417,59,,
2020-09-24,US_WA_53033,126,0,,,21822,778,,
2020-09-24,CH_ZG,1,0,3,,424,9,397,
2020-09-24,GB_ENG_E09000021,0,,,,940,,,
2020-09-24,GB_ENG_E10000021,0,,,,5038,,,
2020-09-23,MX_CHP,4,0,,,6494,1085,,
2020-09-23,MX_CHP_07101,1,0,,,2462,373,,
2020-09-24,US_NY_36005,2,0,,,52847,4009,,
2020-09-24,US_NY_36047,6,0,,,66475,5678,,
2020-09-24,US_NY_36061,1,0,,,30997,2527,,
2020-09-24,US_NY_36081,0,0,,,71280,6005,,
2020-09-24,US_NY_36085,0,0,,,15553,903,,
2020-09-24,US_NY_NYC,9,0,,,237152,19122,,
2020-09-23,AR_P,1,0,,0,100,2,,0
2020-09-16,AR_P_014,0,0,,0,50,1,,0
2020-09-24,BE_BRU,40,,,135,15735,,,283315
2020-09-24,BE_VAN,78,,,102,19993,,,517324
2020-09-24,BE_VLG,14,,,70,8990,,,297879
2020-09-24,BE_VLI,21,,,42,8679,,,239278
2020-09-24,BE_VOV,28,,,52,10860,,,430809
2020-09-24,BE_VWV,5,,,6,9552,,,369230
2020-09-24,BE_WBR,7,,,39,3142,,,88257
2020-09-24,BE_WHT,27,,,12,11005,,,283318
2020-09-24,BE_WLG,14,,,14,12048,,,251426
2020-09-24,BE_WLX,3,,,1,2202,,,67362
2020-09-24,BE_WNA,5,,,88,3752,,,99166
2020-09-25,CH_FR,17,0,1,0,2351,102,173,30
2020-09-24,CH_NE,4,0,,,1062,86,,
2020-09-25,CZ_10,19,1,22,,11049,136,5517,
2020-09-25,CZ_10_100,19,1,22,,11049,136,5517,
2020-09-25,CZ_20,65,1,72,,7265,41,3346,
2020-09-25,CZ_20_201,5,0,11,,533,1,201,
2020-09-25,CZ_20_202,1,0,1,,529,1,244,
2020-09-24,CZ_20_203,4,0,41,,868,6,488,
2020-09-25,CZ_20_204,10,0,16,,600,3,313,
2020-09-25,CZ_20_205,10,0,4,,323,7,138,
2020-09-25,CZ_20_206,2,0,1,,623,2,297,
2020-09-25,CZ_20_207,2,1,3,,493,6,223,
2020-09-25,CZ_20_208,9,0,2,,504,2,216,
2020-09-25,CZ_20_209,7,1,2,,1138,5,529,
2020-09-25,CZ_20_20A,13,0,1,,892,5,436,
2020-09-25,CZ_20_20B,4,0,0,,579,3,206,
2020-09-25,CZ_20_20C,2,0,1,,183,0,80,
2020-09-25,CZ_31,53,1,43,,2242,12,887,
2020-09-25,CZ_31_311,12,0,1,,727,2,176,
2020-09-24,CZ_31_312,15,0,1,,174,1,64,
2020-09-24,CZ_31_313,8,1,3,,151,1,78,
2020-09-25,CZ_31_314,15,0,12,,251,0,104,
2020-09-25,CZ_31_315,6,0,0,,210,5,108,
2020-09-25,CZ_31_316,3,0,6,,236,2,118,
2020-09-25,CZ_31_317,17,0,30,,493,1,239,
2020-09-25,CZ_32,10,0,11,,2482,23,1166,
2020-09-25,CZ_32_321,1,0,4,,433,8,368,
2020-09-25,CZ_32_322,6,0,1,,321,3,179,
2020-09-24,CZ_32_323,12,0,17,,893,3,377,
2020-09-25,CZ_32_324,1,0,1,,331,7,65,
2020-09-24,CZ_32_325,2,0,0,,251,0,96,
2020-09-25,CZ_32_326,2,0,7,,146,0,71,
2020-09-23,CZ_32_327,6,0,1,,107,2,67,
2020-09-25,CZ_41,15,0,3,,1387,40,612,
2020-09-25,CZ_41_411,4,0,4,,730,37,365,
2020-09-25,CZ_41_412,9,0,1,,433,3,145,
2020-09-25,CZ_41_413,2,0,2,,224,0,102,
2020-09-25,CZ_42,63,1,15,,2441,23,974,
2020-09-25,CZ_42_421,15,0,1,,406,0,111,
2020-09-25,CZ_42_422,1,0,5,,204,1,103,
2020-09-25,CZ_42_423,1,1,1,,609,12,325,
2020-09-25,CZ_42_424,3,0,9,,177,3,90,
2020-09-25,CZ_42_425,5,0,6,,179,6,84,
2020-09-25,CZ_42_426,37,0,0,,367,1,106,
2020-09-25,CZ_42_427,1,0,2,,499,0,155,
2020-09-25,CZ_51,7,0,2,,1528,7,609,
2020-09-25,CZ_51_511,2,0,2,,152,0,56,
2020-09-25,CZ_51_512,3,0,2,,330,3,170,
2020-09-25,CZ_51_513,2,0,2,,818,2,282,
2020-09-24,CZ_51_514,6,0,1,,228,2,101,
2020-09-25,CZ_52,23,0,7,,1774,10,595,
2020-09-25,CZ_52_521,4,0,3,,511,2,231,
2020-09-25,CZ_52_522,2,0,0,,257,3,65,
2020-09-25,CZ_52_523,7,0,4,,462,0,157,
2020-09-25,CZ_52_524,2,0,0,,162,1,77,
2020-09-25,CZ_52_525,8,0,1,,382,4,66,
2020-09-25,CZ_53,23,1,27,,2115,20,843,
2020-09-25,CZ_53_531,9,1,1,,496,7,207,
2020-09-25,CZ_53_532,13,1,5,,862,11,318,
